Column1,Invoice_ID,Branch,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5%,Total,Date,Time,Payment,Rating,City,COGS,Profit
57,635-40-6220,A,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2/7/2019,11:28,Ewallet,6.6,Yangon,602.112,150.528
413,696-90-2548,A,Normal,Male,Sports and travel,25.84,3,3.876,81.396,3/10/2019,18:55,Ewallet,6.6,Yangon,65.1168,16.2792
474,676-39-6028,A,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,6.6,Yangon,270.648,67.662
683,105-10-6182,A,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2/27/2019,12:22,Ewallet,6.6,Yangon,36.0864,9.0216
695,800-09-8606,A,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,1/29/2019,19:45,Cash,6.6,Yangon,366.954,91.7385
715,258-92-7466,A,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019,18:33,Credit card,6.6,Yangon,149.856,37.464
764,787-87-2010,A,Member,Male,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,6.6,Yangon,186.48,46.62
794,702-72-0487,A,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2/26/2019,12:28,Credit card,6.6,Yangon,78.3048,19.5762
825,569-76-2760,A,Member,Female,Sports and travel,22.01,4,4.402,92.442,1/29/2019,18:15,Credit card,6.6,Yangon,73.9536,18.4884
864,124-31-1458,A,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,1/8/2019,14:30,Cash,6.6,Yangon,200.5668,50.1417
999,849-09-3807,A,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2/18/2019,13:28,Cash,6.6,Yangon,519.4392,129.8598
1084,829-49-1914,C,Member,Female,Food and beverages,78.31,10,39.155,822.255,3/5/2019,16:24,Ewallet,6.6,Naypyitaw,657.804,164.451
1088,480-63-2856,C,Normal,Male,Food and beverages,19.25,8,7.7,161.7,1/23/2019,18:37,Ewallet,6.6,Naypyitaw,129.36,32.34
1090,360-39-5055,C,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,3/9/2019,10:17,Cash,6.6,Naypyitaw,205.422,51.3555
1100,512-91-0811,C,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2/6/2019,20:05,Credit card,6.6,Naypyitaw,75.39,18.8475
1356,860-79-0874,C,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,6.6,Naypyitaw,834.12,208.53
1731,149-14-0304,C,Member,Female,Health and beauty,28.5,8,11.4,239.4,2/6/2019,14:24,Cash,6.6,Naypyitaw,191.52,47.88
1929,887-42-0517,C,Normal,Female,Sports and travel,83.14,7,29.099,611.079,1/10/2019,10:31,Credit card,6.6,Naypyitaw,488.8632,122.2158
1947,702-83-5291,C,Member,Male,Fashion accessories,99.82,9,44.919,943.299,3/27/2019,10:43,Cash,6.6,Naypyitaw,754.6392,188.6598
2213,542-41-0513,B,Member,Female,Electronic accessories,57.49,4,11.498,241.458,3/15/2019,11:57,Cash,6.6,Mandalay,193.1664,48.2916
2401,596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,133.917,3/10/2019,14:04,Credit card,6.6,Mandalay,107.1336,26.7834
2497,438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.898,207.858,3/21/2019,15:25,Ewallet,6.6,Mandalay,166.2864,41.5716
2919,851-98-3555,B,Normal,Female,Health and beauty,82.88,5,20.72,435.12,3/24/2019,14:08,Credit card,6.6,Mandalay,348.096,87.024
3005,690-01-6631,B,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2/22/2019,18:35,Ewallet,6.6,Mandalay,146.916,36.729
168,796-32-9050,A,Normal,Male,Food and beverages,51.28,6,15.384,323.064,1/19/2019,16:31,Cash,6.5,Yangon,258.4512,64.6128
234,157-13-5295,A,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,6.5,Yangon,436.296,109.074
258,151-16-1484,A,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,6.5,Yangon,108.36,27.09
282,490-29-1201,A,Normal,Female,Sports and travel,15.34,1,0.767,16.107,1/6/2019,11:09,Cash,6.5,Yangon,12.8856,3.2214
442,138-17-5109,A,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,15:42,Credit card,6.5,Yangon,674.4276,168.6069
1127,659-36-1684,C,Member,Male,Sports and travel,57.12,7,19.992,419.832,1/12/2019,12:02,Credit card,6.5,Naypyitaw,335.8656,83.9664
1169,423-80-0988,C,Normal,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019,19:42,Ewallet,6.5,Naypyitaw,128.352,32.088
1445,810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2/7/2019,14:38,Credit card,6.5,Naypyitaw,274.5792,68.6448
1453,453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,3/10/2019,17:38,Credit card,6.5,Naypyitaw,115.2648,28.8162
1818,815-04-6282,C,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2/8/2019,12:52,Credit card,6.5,Naypyitaw,272.874,68.2185
1930,457-12-0244,C,Member,Female,Sports and travel,35.22,6,10.566,221.886,3/14/2019,13:49,Ewallet,6.5,Naypyitaw,177.5088,44.3772
2064,616-24-2851,B,Normal,Female,Fashion accessories,17.87,4,3.574,75.054,3/22/2019,14:42,Ewallet,6.5,Mandalay,60.0432,15.0108
2066,242-55-6721,B,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,3/7/2019,11:49,Ewallet,6.5,Mandalay,27.1488,6.7872
2221,817-69-8206,B,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,3/2/2019,19:42,Credit card,6.5,Mandalay,753.9588,188.4897
2226,891-58-8335,B,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,3/11/2019,15:53,Cash,6.5,Mandalay,174.1068,43.5267
2242,289-65-5721,B,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,6.5,Mandalay,136.7016,34.1754
2370,453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,3/1/2019,15:40,Ewallet,6.5,Mandalay,69.3,17.325
2562,747-58-7183,B,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2/9/2019,20:31,Ewallet,6.5,Mandalay,144.3204,36.0801
2692,528-87-5606,B,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2/12/2019,19:43,Cash,6.5,Mandalay,33.1632,8.2908
2878,361-59-0574,B,Member,Male,Sports and travel,90.53,8,36.212,760.452,3/15/2019,14:48,Credit card,6.5,Mandalay,608.3616,152.0904
2991,151-33-7434,B,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2/4/2019,20:43,Credit card,6.5,Mandalay,56.9268,14.2317
68,232-11-3025,A,Normal,Male,Sports and travel,78.77,10,39.385,827.085,1/24/2019,10:04,Cash,6.4,Yangon,661.668,165.417
280,136-08-6195,A,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,6.4,Yangon,470.1312,117.5328
432,459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,6.4,Yangon,118.2384,29.5596
1283,376-56-3573,C,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,6.4,Naypyitaw,320.6112,80.1528
1302,727-75-6477,C,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,6.4,Naypyitaw,96.9024,24.2256
1469,320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131,23.751,3/17/2019,18:58,Cash,6.4,Naypyitaw,19.0008,4.7502
1606,219-61-4139,C,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,6.4,Naypyitaw,69.7872,17.4468
1613,544-32-5024,C,Member,Female,Food and beverages,49.79,4,9.958,209.118,3/28/2019,19:16,Credit card,6.4,Naypyitaw,167.2944,41.8236
2093,847-38-7188,B,Normal,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,19:56,Ewallet,6.4,Mandalay,243.6336,60.9084
2262,845-51-0542,B,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,6.4,Mandalay,351.918,87.9795
2337,276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.548,410.508,3/12/2019,19:53,Ewallet,6.4,Mandalay,328.4064,82.1016
2652,695-09-5146,B,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2/23/2019,20:00,Ewallet,6.4,Mandalay,248.9508,62.2377
2679,190-14-3147,B,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2/23/2019,20:43,Ewallet,6.4,Mandalay,60.3792,15.0948
2697,241-96-5076,B,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,1/8/2019,12:58,Credit card,6.4,Mandalay,82.488,20.622
2746,238-45-6950,B,Member,Male,Food and beverages,53.72,1,2.686,56.406,3/1/2019,20:03,Ewallet,6.4,Mandalay,45.1248,11.2812
2976,794-42-3736,B,Normal,Male,Food and beverages,33.33,2,3.333,69.993,1/26/2019,14:41,Credit card,6.4,Mandalay,55.9944,13.9986
475,502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2/25/2019,20:35,Credit card,6.3,Yangon,164.2536,41.0634
565,698-98-5964,A,Normal,Female,Food and beverages,81.21,10,40.605,852.705,1/17/2019,13:01,Credit card,6.3,Yangon,682.164,170.541
1047,554-53-8700,C,Normal,Male,Home and lifestyle,56.11,2,5.611,117.831,2/2/2019,10:11,Cash,6.3,Naypyitaw,94.2648,23.5662
1178,733-33-4967,C,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,3/3/2019,19:17,Cash,6.3,Naypyitaw,140.112,35.028
1643,318-81-2368,C,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16,Cash,6.3,Naypyitaw,38.808,9.702
1654,859-71-0933,C,Member,Female,Sports and travel,15.49,2,1.549,32.529,1/16/2019,15:10,Cash,6.3,Naypyitaw,26.0232,6.5058
1779,471-06-8611,C,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2/6/2019,10:22,Credit card,6.3,Naypyitaw,44.0328,11.0082
1881,154-87-7367,C,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,3/15/2019,14:04,Ewallet,6.3,Naypyitaw,438.5472,109.6368
2282,783-09-1637,B,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,6.3,Mandalay,283.206,70.8015
2515,282-35-2475,B,Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/2019,17:53,Cash,6.3,Mandalay,156.7608,39.1902
2587,339-96-8318,B,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,3/1/2019,19:49,Ewallet,6.3,Mandalay,478.1028,119.5257
2716,640-48-5028,B,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,3/2/2019,12:40,Cash,6.3,Mandalay,668.2284,167.0571
2779,388-76-2555,B,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2/13/2019,13:59,Cash,6.3,Mandalay,68.9976,17.2494
2868,770-42-8960,B,Normal,Male,Food and beverages,21.12,8,8.448,177.408,1/1/2019,19:31,Cash,6.3,Mandalay,141.9264,35.4816
2931,636-98-3364,B,Member,Female,Electronic accessories,26.26,3,3.939,82.719,3/2/2019,12:36,Ewallet,6.3,Mandalay,66.1752,16.5438
224,213-72-6612,A,Normal,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,15:56,Cash,6.2,Yangon,72.66,18.165
260,850-41-9669,A,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,6.2,Yangon,567.4536,141.8634
344,150-89-8043,A,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,15:04,Cash,6.2,Yangon,112.518,28.1295
393,308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45,Credit card,6.2,Yangon,438.984,109.746
534,892-05-6689,A,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,6.2,Yangon,118.944,29.736
610,421-95-9805,A,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2/7/2019,10:18,Credit card,6.2,Yangon,24.3264,6.0816
755,652-43-6591,A,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,3/9/2019,13:18,Credit card,6.2,Yangon,653.7888,163.4472
908,186-71-5196,A,Member,Female,Food and beverages,79.54,2,7.954,167.034,3/27/2019,16:30,Ewallet,6.2,Yangon,133.6272,33.4068
1141,597-78-7908,C,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2/18/2019,19:39,Cash,6.2,Naypyitaw,227.3544,56.8386
1407,651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,3/12/2019,20:04,Credit card,6.2,Naypyitaw,155.2992,38.8248
1487,246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,6.2,Naypyitaw,275.52,68.88
1503,862-59-8517,C,Normal,Female,Food and beverages,90.24,6,27.072,568.512,1/27/2019,11:17,Cash,6.2,Naypyitaw,454.8096,113.7024
1583,592-34-6155,C,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43,Ewallet,6.2,Naypyitaw,106.7472,26.6868
2001,233-67-5758,C,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,1/29/2019,13:46,Ewallet,6.2,Naypyitaw,33.894,8.4735
2160,262-47-2794,B,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,3/6/2019,15:07,Credit card,6.2,Mandalay,482.8992,120.7248
2287,566-19-5475,B,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,1/7/2019,20:52,Cash,6.2,Mandalay,282.0636,70.5159
2469,533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2/7/2019,20:24,Cash,6.2,Mandalay,666.876,166.719
2522,347-72-6115,B,Member,Female,Sports and travel,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,6.2,Mandalay,533.5512,133.3878
2822,565-91-4567,B,Normal,Male,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38,Ewallet,6.2,Mandalay,72.24,18.06
2884,544-55-9589,B,Member,Female,Electronic accessories,21.43,10,10.715,225.015,1/28/2019,11:51,Cash,6.2,Mandalay,180.012,45.003
2999,552-44-5977,B,Member,Male,Health and beauty,62,8,24.8,520.8,1/3/2019,19:08,Credit card,6.2,Mandalay,416.64,104.16
197,856-22-8149,A,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,3/23/2019,10:13,Ewallet,6.1,Yangon,21.2436,5.3109
511,209-61-0206,A,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,1/5/2019,17:29,Ewallet,6.1,Yangon,180.222,45.0555
709,445-30-9252,A,Normal,Male,Sports and travel,25.7,3,3.855,80.955,1/17/2019,17:59,Ewallet,6.1,Yangon,64.764,16.191
1059,778-71-5554,C,Normal,Male,Fashion accessories,15.43,1,0.7715,16.2015,1/25/2019,15:46,Credit card,6.1,Naypyitaw,12.9612,3.2403
1468,326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02,Cash,6.1,Naypyitaw,248.472,62.118
1694,173-57-2300,C,Member,Male,Sports and travel,72.88,2,7.288,153.048,3/13/2019,12:51,Cash,6.1,Naypyitaw,122.4384,30.6096
1784,102-06-2002,C,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,3/20/2019,17:52,Cash,6.1,Naypyitaw,106.05,26.5125
1989,148-41-7930,C,Normal,Male,Health and beauty,99.96,7,34.986,734.706,1/23/2019,10:33,Cash,6.1,Naypyitaw,587.7648,146.9412
2101,318-68-5053,B,Normal,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,17:55,Cash,6.1,Mandalay,388.0296,97.0074
2168,279-74-2924,B,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,1/4/2019,19:40,Cash,6.1,Mandalay,60.6228,15.1557
2232,239-36-3640,B,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,6.1,Mandalay,228.564,57.141
2540,827-44-5872,B,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,6.1,Mandalay,456.624,114.156
2731,821-14-9046,B,Member,Female,Fashion accessories,17.48,6,5.244,110.124,1/18/2019,15:04,Credit card,6.1,Mandalay,88.0992,22.0248
2889,608-05-3804,B,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2019,20:19,Cash,6.1,Mandalay,33.39,8.3475
24,549-59-1358,A,Normal,Male,Sports and travel,88.63,3,13.2945,279.1845,3/2/2019,17:36,Ewallet,6,Yangon,223.3476,55.8369
118,642-32-2990,A,Normal,Female,Food and beverages,10.96,10,5.48,115.08,2/2/2019,20:48,Ewallet,6,Yangon,92.064,23.016
161,275-28-0149,A,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2/25/2019,16:21,Cash,6,Yangon,53.4996,13.3749
367,468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,3/24/2019,10:29,Cash,6,Yangon,221.5584,55.3896
547,541-48-8554,A,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,1/7/2019,12:08,Credit card,6,Yangon,460.782,115.1955
636,610-46-4100,A,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,3/3/2019,20:31,Credit card,6,Yangon,170.226,42.5565
677,274-05-5470,A,Member,Female,Food and beverages,73.47,4,14.694,308.574,2/23/2019,18:30,Cash,6,Yangon,246.8592,61.7148
813,674-56-6360,A,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,3/22/2019,14:00,Cash,6,Yangon,79.926,19.9815
1085,756-01-7507,C,Normal,Female,Health and beauty,20.38,5,5.095,106.995,1/22/2019,18:56,Cash,6,Naypyitaw,85.596,21.399
1248,142-72-4741,C,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,6,Naypyitaw,156.576,39.144
1297,558-80-4082,C,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,6,Naypyitaw,163.758,40.9395
1392,689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,294.651,3/11/2019,13:37,Cash,6,Naypyitaw,235.7208,58.9302
1719,268-20-3585,C,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2/4/2019,12:50,Ewallet,6,Naypyitaw,104.706,26.1765
1741,607-65-2441,C,Member,Male,Health and beauty,81.95,10,40.975,860.475,3/10/2019,12:39,Credit card,6,Naypyitaw,688.38,172.095
1780,200-16-5952,C,Member,Male,Food and beverages,65.65,2,6.565,137.865,1/17/2019,16:46,Cash,6,Naypyitaw,110.292,27.573
1815,189-55-2313,C,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,10:33,Ewallet,6,Naypyitaw,522.312,130.578
1910,545-07-8534,C,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2/14/2019,12:42,Ewallet,6,Naypyitaw,97.9776,24.4944
1990,189-40-5216,C,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,1/9/2019,11:40,Cash,6,Naypyitaw,566.6556,141.6639
2170,743-04-1105,B,Member,Male,Health and beauty,97.22,9,43.749,918.729,3/30/2019,14:43,Ewallet,6,Mandalay,734.9832,183.7458
2495,305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,16:19,Cash,6,Mandalay,507.192,126.798
2654,794-32-2436,B,Member,Male,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,15:08,Ewallet,6,Mandalay,93.5256,23.3814
2750,197-77-7132,B,Member,Male,Electronic accessories,91.56,8,36.624,769.104,1/12/2019,18:22,Ewallet,6,Mandalay,615.2832,153.8208
2831,190-59-3964,B,Member,Male,Food and beverages,47.16,5,11.79,247.59,2/3/2019,14:35,Credit card,6,Mandalay,198.072,49.518
2853,291-59-1384,B,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2/28/2019,17:38,Cash,6,Mandalay,50.652,12.663
2892,490-95-0021,B,Member,Female,Food and beverages,33.21,10,16.605,348.705,1/8/2019,14:25,Ewallet,6,Mandalay,278.964,69.741
3003,602-16-6955,B,Normal,Female,Sports and travel,76.6,10,38.3,804.3,1/24/2019,18:10,Ewallet,6,Mandalay,643.44,160.86
210,888-02-0338,A,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,5.9,Yangon,198.2988,49.5747
522,609-81-8548,A,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2/6/2019,13:55,Credit card,5.9,Yangon,188.6976,47.1744
658,816-72-8853,A,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,1/29/2019,15:48,Cash,5.9,Yangon,117.306,29.3265
844,896-34-0956,A,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,1/26/2019,12:43,Cash,5.9,Yangon,17.9088,4.4772
845,804-38-3935,A,Member,Male,Electronic accessories,93.78,3,14.067,295.407,1/30/2019,11:32,Credit card,5.9,Yangon,236.3256,59.0814
874,737-88-5876,A,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,3/19/2019,11:52,Credit card,5.9,Yangon,78.2544,19.5636
1077,796-12-2025,C,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2/11/2019,16:19,Cash,5.9,Naypyitaw,521.808,130.452
1133,189-08-9157,C,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,1/8/2019,16:17,Credit card,5.9,Naypyitaw,239.8788,59.9697
1195,593-65-1552,C,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,1/28/2019,20:50,Credit card,5.9,Naypyitaw,234.5616,58.6404
1732,442-44-6497,C,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,1/8/2019,11:42,Credit card,5.9,Naypyitaw,140.0364,35.0091
1828,784-21-9238,C,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2/7/2019,14:15,Cash,5.9,Naypyitaw,8.5428,2.1357
1945,500-02-2261,C,Normal,Female,Food and beverages,57.29,6,17.187,360.927,3/21/2019,17:04,Ewallet,5.9,Naypyitaw,288.7416,72.1854
2000,652-49-6720,C,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2/18/2019,11:40,Ewallet,5.9,Naypyitaw,51.198,12.7995
2021,692-92-5582,B,Normal,Male,Food and beverages,54.84,3,8.226,172.746,2/20/2019,13:27,Credit card,5.9,Mandalay,138.1968,34.5492
2176,548-46-9322,B,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019,15:24,Credit card,5.9,Mandalay,335.16,83.79
2306,585-03-5943,B,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,5.9,Mandalay,152.124,38.031
2674,725-67-2480,B,Member,Female,Fashion accessories,58.75,6,17.625,370.125,3/24/2019,18:14,Credit card,5.9,Mandalay,296.1,74.025
6,355-53-5943,A,Normal,Male,Electronic accessories,68.84,6,20.652,433.692,2/25/2019,14:36,Ewallet,5.8,Yangon,346.9536,86.7384
56,106-35-6779,A,Normal,Male,Home and lifestyle,44.34,2,4.434,93.114,3/27/2019,11:26,Cash,5.8,Yangon,74.4912,18.6228
65,877-22-3308,A,Normal,Male,Health and beauty,15.87,10,7.935,166.635,3/13/2019,16:40,Cash,5.8,Yangon,133.308,33.327
241,448-81-5016,A,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/2019,12:01,Credit card,5.8,Yangon,100.4136,25.1034
297,744-02-5987,A,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,5.8,Yangon,395.0352,98.7588
655,169-52-4504,A,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,14:13,Credit card,5.8,Yangon,39.5388,9.8847
835,807-34-3742,A,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,3/26/2019,19:44,Cash,5.8,Yangon,43.9992,10.9998
914,459-45-2396,A,Member,Female,Food and beverages,99.6,3,14.94,313.74,2/25/2019,18:45,Cash,5.8,Yangon,250.992,62.748
1753,664-14-2882,C,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,1/30/2019,14:43,Credit card,5.8,Naypyitaw,44.226,11.0565
1844,660-29-7083,C,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,1/15/2019,15:01,Cash,5.8,Naypyitaw,469.308,117.327
2397,525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,79.611,1/31/2019,13:19,Cash,5.8,Mandalay,63.6888,15.9222
2409,760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26,Cash,5.8,Mandalay,102.7404,25.6851
2588,458-61-0011,B,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,5.8,Mandalay,202.608,50.652
2977,172-42-8274,B,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,3/2/2019,18:18,Credit card,5.8,Mandalay,64.2936,16.0734
14,829-34-3910,A,Normal,Male,Health and beauty,71.38,10,35.69,749.49,3/29/2019,19:21,Cash,5.7,Yangon,599.592,149.898
77,381-20-0914,A,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,1/12/2019,15:48,Credit card,5.7,Yangon,151.2756,37.8189
88,504-35-8843,A,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,1/2/2019,16:57,Cash,5.7,Yangon,35.6748,8.9187
245,530-90-9855,A,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,1/1/2019,14:47,Cash,5.7,Yangon,319.8048,79.9512
942,809-69-9497,A,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,1/19/2019,19:30,Ewallet,5.7,Yangon,383.712,95.928
1186,130-98-8941,C,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2/9/2019,10:00,Cash,5.7,Naypyitaw,377.8488,94.4622
1189,824-88-3614,C,Normal,Male,Health and beauty,34.31,8,13.724,288.204,1/25/2019,15:00,Ewallet,5.7,Naypyitaw,230.5632,57.6408
1284,537-72-0426,C,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,5.7,Naypyitaw,596.316,149.079
1437,574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327,90.867,3/8/2019,16:53,Ewallet,5.7,Naypyitaw,72.6936,18.1734
1778,201-63-8275,C,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2/17/2019,16:50,Ewallet,5.7,Naypyitaw,399.7812,99.9453
2205,641-43-2399,B,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23,Ewallet,5.7,Mandalay,85.848,21.462
2274,655-85-5130,B,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,5.7,Mandalay,128.688,32.172
2574,134-54-4720,B,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,1/30/2019,13:58,Ewallet,5.7,Mandalay,285.0624,71.2656
2966,200-40-6154,B,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2/9/2019,11:45,Cash,5.7,Mandalay,332.1864,83.0466
240,540-11-4336,A,Normal,Male,Food and beverages,24.94,9,11.223,235.683,1/11/2019,16:49,Credit card,5.6,Yangon,188.5464,47.1366
